date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.44,0.58,3.55,0.43,Not Significant,,,,,,,,,Retrospective observational study,90,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",Y,N,"['recipients', 'transplant', 'patients', 'solid', 'organ']",1.44,,0,0,"Date: 2020-05-10. Study: COVID-19 in solid organ transplant recipients: Initial report from the US epicenter. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32330343/. Journal: Am J Transplant. Severe: OR 1.44. Severe Lower Bound: 0.58. Severe Upper Bound: 3.55. Severe p-value: 0.43. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 90. Study Population: Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.44. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['recipients', 'transplant', 'patients', 'solid', 'organ']. "
2020-05-10,Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.,http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1,MedRxiv,,,,,,OR 1.02,2.61,0.04,,Significant,Not Adjusted,Calculated,,Retrospective observational study,441,"Parma, Northern Italy, from March 5 to March 31, 2024",N,N,"['e', 'h', 'r', 'p', 'preprint']",,1.02,0,1,"Date: 2020-05-10. Study: Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.. Study Link: http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.02. Fatality lower bound : 2.61. Fatality upper bound: 0.04. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 441. Study Population: Parma, Northern Italy, from March 5 to March 31, 2024. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.02. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['e', 'h', 'r', 'p', 'preprint']. "
2020-05-07,Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis,https://doi.org/10.1016/j.pcad.2020.05.001,Progress in Cardiovascular Disease,OR 3.02,2.07,4.42,,Significant,,,,,,,,,Systematic review and meta-analysis,11 studies,"MEDLINE, Embase, Cochrane Database of Systematic Reviews, Scopus, and Web of Science as well as preprint servers from December 2019 through April 10, 2020",Y,N,['redirecting'],3.02,,0,0,"Date: 2020-05-07. Study: Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis. Study Link: https://doi.org/10.1016/j.pcad.2020.05.001. Journal: Progress in Cardiovascular Disease. Severe: OR 3.02. Severe Lower Bound: 2.07. Severe Upper Bound: 4.42. Severe p-value: nan. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 11 studies. Study Population: MEDLINE, Embase, Cochrane Database of Systematic Reviews, Scopus, and Web of Science as well as preprint servers from December 2019 through April 10, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.02. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,AHR 1.50,1.4,1.6,,Significant,Adjusted,Extracted,"age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression",Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",N,N,"['risk', 'covid', 'data', 'preprint', 'medrxiv']",,1.5,0,0,"Date: 2020-05-07. Study: OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.. Study Link: http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR 1.50. Fatality lower bound : 1.4. Fatality upper bound: 1.6. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression. Study Type: Retrospective observational study. Sample Size: 17,425,445. Study Population: TPP general practice in England from February 1 to April 25, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.5. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['risk', 'covid', 'data', 'preprint', 'medrxiv']. "
2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2024",http://doi.org/10.1101/2020.05.01.20087123,medrxiv,,,,,,OR 1.49,0.84,2.65,0.18,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",N,Y,[],,1.49,0,0,"Date: 2020-05-01. Study: Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2024. Study Link: http://doi.org/10.1101/2020.05.01.20087123. Journal: medrxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.49. Fatality lower bound : 0.84. Fatality upper bound: 2.65. Fatality p-value: 0.18. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 279. Study Population: Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.49. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,OR 1.68,0.94,3.01,0.08,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",N,Y,"['author', 'medicine', 'new', 'york', 'find']",,1.68,0,0,"Date: 2020-05-06. Study: Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort. Study Link: https://doi.org/10.1101/2020.05.01.20087932. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.68. Fatality lower bound : 0.94. Fatality upper bound: 3.01. Fatality p-value: 0.08. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 217. Study Population: Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.68. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'medicine', 'new', 'york', 'find']. "
2020-05-06,Is diabetes mellitus associated with mortality and severity of COVID-19? A meta-analysis,https://doi.org/10.1016/j.dsx.2020.04.044,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,OR 2.75,2.09,3.62,,Significant,OR 1.90,1.37,2.64,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,"33 studies, 16003 patients","PubMed from Feb 7, 2020 to Apr 17, 2020",N,N,['redirecting'],2.75,1.9,0,0,"Date: 2020-05-06. Study: Is diabetes mellitus associated with mortality and severity of COVID-19? A meta-analysis. Study Link: https://doi.org/10.1016/j.dsx.2020.04.044. Journal: Diabetes and Metabolic Syndrome: Clinical Research and Reviews. Severe: OR 2.75. Severe Lower Bound: 2.09. Severe Upper Bound: 3.62. Severe p-value: nan. Severe Significant: Significant. Fatalyty : OR 1.90. Fatality lower bound : 1.37. Fatality upper bound: 2.64. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 33 studies, 16003 patients. Study Population: PubMed from Feb 7, 2020 to Apr 17, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 2.75. Fatality_number: 1.9. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.77,1.03,3.03,<0.05,Significant,,,,,,,,"Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",Y,N,"['author', 'md', 'find', 'center', 'medical']",1.77,,0,0,"Date: 2020-05-05. Study: Pre-Existing Characteristics Associated with Covid-19 Illness Severity. Study Link: https://doi.org/10.1101/2020.04.29.20084533. Journal: MedRxiv. Severe: AOR 1.77. Severe Lower Bound: 1.03. Severe Upper Bound: 3.03. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use. Study Type: Retrospective observational study. Sample Size: 442. Study Population: Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.77. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'md', 'find', 'center', 'medical']. "
2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 2.25,1.41,3.57,<0.05,Significant,,,,,,,,"Age, Gender",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",Y,N,"['author', 'md', 'find', 'center', 'medical']",2.25,,0,0,"Date: 2020-05-05. Study: Pre-Existing Characteristics Associated with Covid-19 Illness Severity. Study Link: https://doi.org/10.1101/2020.04.29.20084533. Journal: MedRxiv. Severe: AOR 2.25. Severe Lower Bound: 1.41. Severe Upper Bound: 3.57. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age, Gender. Study Type: Retrospective observational study. Sample Size: 442. Study Population: Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.25. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'md', 'find', 'center', 'medical']. "
2020-05-05,Clinical characteristics of 106 patients with neurological diseases and co-morbid coronavirus disease 2019: a retrospective study,http://medrxiv.org/cgi/content/short/2020.04.29.20085415v1?rss=1,MedRxiv,OR 0.77,0.34,1.71,0.51,Not Significant,,,,,,,,,Retrospective observational study,106,"Huoshenshan Hospital from Feb 4, 2020 to Apr 14, 2020",N,N,"['patients', 'preprint', 'group', 'severe', 'neurological']",0.77,,0,0,"Date: 2020-05-05. Study: Clinical characteristics of 106 patients with neurological diseases and co-morbid coronavirus disease 2019: a retrospective study. Study Link: http://medrxiv.org/cgi/content/short/2020.04.29.20085415v1?rss=1. Journal: MedRxiv. Severe: OR 0.77. Severe Lower Bound: 0.34. Severe Upper Bound: 1.71. Severe p-value: 0.51. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 106. Study Population: Huoshenshan Hospital from Feb 4, 2020 to Apr 14, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 0.77. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'preprint', 'group', 'severe', 'neurological']. "
2020-05-05,Risk Factors of the Severity of COVID-19: A Meta-Analysis,https://doi.org/10.1101/2020.04.30.20086744,MedRxiv,RR=1.57,1.25,1.98,,Significant,,,,,,,,,Systematic review and meta-analysis,"10 Studies, 2272 Patients","PubMed, Google Scholar, EMBASE, and Cochrane Library from Apr 2, 2020 to Apr 18, 2020",N,N,"['medicine', 'risk', 'factors', 'severity', 'author']",1.57,,0,0,"Date: 2020-05-05. Study: Risk Factors of the Severity of COVID-19: A Meta-Analysis. Study Link: https://doi.org/10.1101/2020.04.30.20086744. Journal: MedRxiv. Severe: RR=1.57. Severe Lower Bound: 1.25. Severe Upper Bound: 1.98. Severe p-value: nan. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 10 Studies, 2272 Patients. Study Population: PubMed, Google Scholar, EMBASE, and Cochrane Library from Apr 2, 2020 to Apr 18, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 1.57. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['medicine', 'risk', 'factors', 'severity', 'author']. "
2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,OR 1.19,1.72,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,N,N,"['author', 'medicine', 'find', 'mount', 'sinai']",,1.19,0,1,"Date: 2020-05-04. Study: Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes. Study Link: https://doi.org/10.1101/2020.04.28.20075788. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.19. Fatality lower bound : 1.72. Fatality upper bound: 0.0. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 3273. Study Population: Mount Sinai Health System from 2/24/2020 to 4/15/2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.19. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['author', 'medicine', 'find', 'mount', 'sinai']. "
2020-05-03,Systematic investigations of COVID-19 in 283 cancer patients,http://medrxiv.org/cgi/content/short/2020.04.28.20083246v1?rss=1,MedRxiv,OR=0.42,0.16,1.13,0.09,Not Significant,,,,,,,,,Retrospective observational study,283,"Data of consecutive cancer patients admitted to 33 designated hospitals for COVID-19 in Hubei province, China from December 17, 2019 to March 18, 2020",Y,N,"['patients', 'cancer', 'vs', 'preprint', 'china']",0.42,,0,0,"Date: 2020-05-03. Study: Systematic investigations of COVID-19 in 283 cancer patients. Study Link: http://medrxiv.org/cgi/content/short/2020.04.28.20083246v1?rss=1. Journal: MedRxiv. Severe: OR=0.42. Severe Lower Bound: 0.16. Severe Upper Bound: 1.13. Severe p-value: 0.09. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 283. Study Population: Data of consecutive cancer patients admitted to 33 designated hospitals for COVID-19 in Hubei province, China from December 17, 2019 to March 18, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.42. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'cancer', 'vs', 'preprint', 'china']. "
2020-05-01,Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea,https://www.sciencedirect.com/science/article/pii/S0007091220303019,British Journal of Anaesthesia,OR 1.02,0.47,2.19,0.97,Not significant,,,,,,,,,Retrospective observational study,124,New York City,Y,N,[],1.02,,0,0,Date: 2020-05-01. Study: Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea. Study Link: https://www.sciencedirect.com/science/article/pii/S0007091220303019. Journal: British Journal of Anaesthesia. Severe: OR 1.02. Severe Lower Bound: 0.47. Severe Upper Bound: 2.19. Severe p-value: 0.97. Severe Significant: Not significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 124. Study Population: New York City. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.02. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. 
2020-05-01,"Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19",https://www.ncbi.nlm.nih.gov/pubmed/32356626/,N Engl J Med,,,,,,OR 1.13,1.79,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,8910,"169 hospitals located in 11 countries in Asia, Europe, and North America from Dec 20, 2019 to March 15, 2020",N,N,"['disease', 'among', 'vs', 'odds', 'ratio']",,1.13,0,1,"Date: 2020-05-01. Study: Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32356626/. Journal: N Engl J Med. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.13. Fatality lower bound : 1.79. Fatality upper bound: 0.0. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 8910. Study Population: 169 hospitals located in 11 countries in Asia, Europe, and North America from Dec 20, 2019 to March 15, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.13. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['disease', 'among', 'vs', 'odds', 'ratio']. "
2020-04-30,"Clinical course and outcome of 107 patients infected with the novel coronavirus, SARS-CoV-2, discharged from two hospitals in Wuhan, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7192564/,Critical Care,,,,,,OR 4.88,1.31,18.18,0.02,Significant,Not Adjusted,Calculated,,Retrospective observational study,107,"Zhongnan Hospital of Wuhan University and Xishui People’s Hospital up to Feb 10, 2020",N,Y,[],,4.88,0,0,"Date: 2020-04-30. Study: Clinical course and outcome of 107 patients infected with the novel coronavirus, SARS-CoV-2, discharged from two hospitals in Wuhan, China. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7192564/. Journal: Critical Care. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 4.88. Fatality lower bound : 1.31. Fatality upper bound: 18.18. Fatality p-value: 0.02. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 107. Study Population: Zhongnan Hospital of Wuhan University and Xishui People’s Hospital up to Feb 10, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 4.88. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=1.91,0.71,5.19,0.2,Not Significant,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],1.91,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: AOR=1.91. Severe Lower Bound: 0.71. Severe Upper Bound: 5.19. Severe p-value: 0.2. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.91. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=2.26,1.0,5.11,0.05,Not Significant,,,,,,,,,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",Y,N,[],2.26,,0,0,"Date: 2020-04-30. Study: Association of Obesity with Disease Severity among Patients with COVIDâ€19. Study Link: https://doi.org/10.1002/oby.22859. Journal: Obesity (Silver Spring). Severe: OR=2.26. Severe Lower Bound: 1.0. Severe Upper Bound: 5.11. Severe p-value: 0.05. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 103. Study Population: Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.26. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-29,"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China",doi.org/10.1101/2020.04.24.20078063,medrxiv,HR 0.71,0.26,1.95,0.38,Not Significant,,,,,,,,,Prospective observational study,114,"Union Hospital from January 23, 2020 to February 22, 2020",Y,N,[],0.71,,0,0,"Date: 2020-04-29. Study: Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China. Study Link: doi.org/10.1101/2020.04.24.20078063. Journal: medrxiv. Severe: HR 0.71. Severe Lower Bound: 0.26. Severe Upper Bound: 1.95. Severe p-value: 0.38. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 114. Study Population: Union Hospital from January 23, 2020 to February 22, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.71. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-29,"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China",10.1101/2020.04.24.20078063,medrxiv,AHR 0.62,0.22,1.73,0.36,Not Significant,,,,,,,,,Prospective observational study,114,"Union Hospital from January 23, 2020 to February 22, 2020",Y,N,[],0.62,,0,0,"Date: 2020-04-29. Study: Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China. Study Link: 10.1101/2020.04.24.20078063. Journal: medrxiv. Severe: AHR 0.62. Severe Lower Bound: 0.22. Severe Upper Bound: 1.73. Severe p-value: 0.36. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 114. Study Population: Union Hospital from January 23, 2020 to February 22, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.62. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-29,Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection,https://doi.org/10.1101/2020.04.24.20078006,medrxiv,OR 2.01,1.35,2.98,<0.01,,,,,,,,,,Retrospective observational study,708,UK NHS hospital from 1st March to 5th April 2020,Y,N,"['author', 'london', 'research', 'find', 'uk']",2.01,,0,0,"Date: 2020-04-29. Study: Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection. Study Link: https://doi.org/10.1101/2020.04.24.20078006. Journal: medrxiv. Severe: OR 2.01. Severe Lower Bound: 1.35. Severe Upper Bound: 2.98. Severe p-value: <0.01. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 708. Study Population: UK NHS hospital from 1st March to 5th April 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.01. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'london', 'research', 'find', 'uk']. "
